path,id,Annotation
Symbolism/mikalojus-ciurlionis_winter-vi-1907.jpg,77687,1
Rococo/vladimir-borovikovsky_ivan-dunin-1801.jpg,68310,0
Impressionism/max-liebermann_bethmann-hollweg.jpg,35398,0
Baroque/yov-kondzelevych_christ-s-baptism-1696.jpg,11550,2
Post_Impressionism/jacques-villon_little-girl-on-a-red-staircase-1900.jpg,51521,0
Realism/robert-brackman_three-women-nude-and-with-pitcher.jpg,63312,0
Pop_Art/jim-dine_confetti-heart-1985.jpg,48451,2
Baroque/peter-paul-rubens_the-raising-of-the-cross-1621.jpg,10553,2
Post_Impressionism/nicolae-darascu_boats-on-the-danube-v-lcov-1924.jpg,52662,2
High_Renaissance/lorenzo-lotto_madonna-of-the-rosary-1539.jpg,25477,2
Expressionism/edvard-munch_vampire-1895.jpg,18661,0
Realism/pyotr-konchalovsky_portrait-of-peter-andreievich-pavlenko-1950.jpg,63115,0
Impressionism/konstantinos-volanakis_in-the-garden(7).jpg,34774,2
Symbolism/konstantin-vasilyev_parade-in-the-1941.jpg,77133,2
Realism/vasily-vereshchagin_kazbek-1898.jpg,64884,1
Ukiyo_e/utagawa-kuniyoshi_sotoku-invoking-a-thunder-storm.jpg,81224,0
Impressionism/edgar-degas_lowering-the-curtain.jpg,30838,0
Symbolism/salvador-dali_stultae-et-prudentes-filiae-sirach-7-26-1967.jpg,79790,0
Art_Nouveau_Modern/wilhelm-kotarbinski_cleopatra.jpg,7139,0
Realism/ilya-repin_sketch-for-the-painting-ceremonial-meeting-of-the-state-council-on-may-7-1901-1903-1.jpg,59265,0
Impressionism/maurice-prendergast_umbrellas-in-the-rain-1899.jpg,35381,2
Abstract_Expressionism/jimmy-ernst_untitled-1950.jpg,1165,2
Realism/pyotr-konchalovsky_early-spring-birches-1948.jpg,63032,1
Baroque/pieter-de-hooch_courtyard-of-a-house-in-delft-1658.jpg,10621,0
Realism/ivan-shishkin_bee-families-1882.jpg,59998,1
Post_Impressionism/victor-borisov-musatov_young-girl-with-a-necklace-1904.jpg,54538,0
Post_Impressionism/henri-matisse_the-path-in-the-bois-de-boulogne-1902.jpg,51230,1
New_Realism/john-french-sloan_spanish-girl-fur-hat-red-coat-1909.jpg,44612,0
Expressionism/chaim-soutine_woman-in-profile-portrait-of-madame-tennent.jpg,18272,0
Early_Renaissance/andrea-mantegna_bacchanalia-with-a-wine-1480.jpg,15959,2
Realism/nicholas-roerich_near-mount-sobachya-in-sosnitsy-1893.jpg,62399,1
Cubism/yiannis-moralis_not-detected-16.jpg,15882,2
Impressionism/pierre-auguste-renoir_head-of-a-woman-1913.jpg,36715,0
Symbolism/kuzma-petrov-vodkin_sketch-makeup-fool-to-the-tragedy-of-alexander-pushkin-boris-godunov-1923.jpg,77330,0
New_Realism/edward-hopper_lighthouse-at-two-lights-1929.jpg,44428,2
Realism/ilya-repin_portrait-of-the-author-alexey-pisemsky-1880.jpg,59158,0
Northern_Renaissance/hans-memling_st-ursula-and-her-companions-landing-at-cologne-from-the-reliquary-of-st-ursula-1489.jpg,46073,0
Expressionism/otto-dix_self-portrait-as-a-target.jpg,22263,0
Expressionism/georges-braque_woman-with-a-mandolin-1937.jpg,19694,0
Baroque/rembrandt_cupid-blowing-soap-bubbles-1634.jpg,10854,0
Impressionism/john-singer-sargent_bedouin-encampment-1906.jpg,34040,0
Impressionism/anders-zorn_after-the-bath-1895.jpg,26893,0
Realism/mykola-yaroshenko_portrait-of-alexander-gerd.jpg,62304,0
Early_Renaissance/andrea-del-castagno_madonna-and-child.jpg,15910,0
Romanticism/ivan-aivazovsky_moonrise-in-feodosia-1892.jpg,71698,2
Impressionism/micaela-eleutheriade_pe-str-zile-parisului.jpg,35549,1
Symbolism/odilon-redon_profile-in-an-arch-1905.jpg,79429,0
Impressionism/james-mcneill-whistler_portrait-of-ellen-sturgis-hooper.jpg,33293,0
Color_Field_Painting/morris-louis_breaking-hue-1954.jpg,12642,2
Post_Impressionism/ferdynand-ruszczyc_ostatnie-niegi-1899.jpg,50291,1
Expressionism/pablo-picasso_head-of-young-man-1906.jpg,22347,0
Art_Nouveau_Modern/raphael-kirchner_unknown-1916-2.jpg,6835,0
Northern_Renaissance/albrecht-durer_the-imperial-crown.jpg,45492,2
Ukiyo_e/utagawa-kunisada_not_detected_240349.jpg,81011,0
Impressionism/gustave-caillebotte_the-pontoon-at-argenteuil-1887.jpg,32605,1
Expressionism/ernst-ludwig-kirchner_head-of-a-woman-in-front-of-sunflowers.jpg,19060,2
Abstract_Expressionism/theodoros-stamos_infinity-field-jerusalem-series-1983-1.jpg,2530,2
Impressionism/henri-de-toulouse-lautrec_the-general-at-the-river-1882.jpg,32816,0
Rococo/maurice-quentin-de-la-tour_antoine-gaspard-grimold-de-la-reyniere-1.jpg,67899,0
Romanticism/edwin-henry-landseer_deer-and-deer-hounds-in-a-mountain-torrent.jpg,69605,0
Impressionism/childe-hassam_white-island-light-isles-of-shoals-at-sundown.jpg,29110,2
Romanticism/david-wilkie_the-blind-fiddler-illustration-from-lives-of-great-men-told-by-great-men-edited-by-richard.jpg,69396,0
Symbolism/odilon-redon_the-gambler-1879.jpg,79514,1
Impressionism/alfred-sisley_river-loing-at-saint-mammes.jpg,26636,1
Romanticism/adolphe-joseph-thomas-monticelli_gathering-of-elegant-women.jpg,68527,1
Impressionism/matej-sternen_ena-fotke.jpg,35269,0
Abstract_Expressionism/sam-gilliam_cubes.jpg,2466,2
Fauvism/ilya-mashkov_still-life-flowers-in-a-vase-with-tray.jpg,24358,2
Expressionism/max-beckmann_galleria-umberto-1925.jpg,21742,0
Naive_Art_Primitivism/david-burliuk_woman-with-a-chicken.jpg,42231,0
Symbolism/nicholas-roerich_star-of-mother-of-the-world-1924.jpg,78945,1
Cubism/andrã©-lhote_nu-a-sa-toilette-1918.jpg,13820,0
Romanticism/richard-parkes-bonington_landscape-near-quilleboeuf.jpg,74310,1
Post_Impressionism/henri-catargi_still-life-1972.jpg,50802,2
Realism/anders-zorn_joseph-ernest-renan-1892.jpg,56103,0
Expressionism/milton-avery_offshore-island-1958.jpg,21898,1
Realism/ilya-repin_portrait-of-a-gallen-kallela-1920.jpg,58991,0
Mannerism_Late_Renaissance/agnolo-bronzino_the-ailing-eleonora-da-toledo-1556.jpg,39432,0
Symbolism/konstantin-somov_rainbow-1-1.jpg,77053,1
Realism/viktor-vasnetsov_russian-proverbs-and-sayings-1867.jpg,65062,0
Expressionism/georges-rouault_acrobate-vii-1913.jpg,19696,0
Pointillism/marevna-(marie-vorobieff)_maria-holding-a-bird.jpg,47571,0
Art_Nouveau_Modern/aubrey-beardsley_singer.jpg,3477,0
Baroque/rembrandt_jan-cornelisz-sylvius-the-preacher-1645.jpg,10921,0
Realism/vladimir-makovsky_tete-a-tete-1909.jpg,66045,0
Minimalism/frederick-hammersley_sanforized-1-1967.jpg,41133,2
Symbolism/william-blake_illustration-to-dante-s-divine-comedy-hell-5.jpg,79946,2
Art_Nouveau_Modern/edmund-dulac_the-same-gurgling-the-nightingale.jpg,3981,0
Pop_Art/keith-haring_untitled-1983(1).jpg,48514,2
Impressionism/micaela-eleutheriade_cules-de-vie.jpg,35536,0
Expressionism/zinaida-serebriakova_dancer-1924.jpg,23852,0
Abstract_Expressionism/elaine-de-kooning_untitled-1965.jpg,512,2
Post_Impressionism/david-burliuk_lilac-in-the-park.jpg,49804,1
Impressionism/william-merritt-chase_still-life-flowers.jpg,39131,2
Realism/edouard-manet_the-philosopher-1867.jpg,57603,0
Art_Nouveau_Modern/carl-larsson_detail-of-christmas-eve-1906(1).jpg,3781,0
Symbolism/konstantin-somov_white-night-sergievo.jpg,77096,1
Realism/konstantinos-volanakis_anchored-boats-1895.jpg,61889,2
Romanticism/paul-cezanne_portrait-of-uncle-dominique-1866.jpg,74098,0
Symbolism/konstantin-somov_the-date-1.jpg,77075,0
Cubism/pyotr-konchalovsky_still-life-samovar-1917.jpg,15580,2
Contemporary_Realism/jamie-wyeth_angus-study-1974.jpg,13311,0
Impressionism/gustave-caillebotte_view-of-the-seine-in-the-direction-of-the-pont-de-bezons.jpg,32619,1
Abstract_Expressionism/joan-miro_not_detected_227939.jpg,1182,2
Impressionism/alfred-sisley_fete-day-at-marly-le-roi-the-fourteenth-of-july-at-marly-le-roi-1875.jpg,26526,2
Post_Impressionism/henri-edmond-cross_lavender.jpg,51036,1
Expressionism/pablo-picasso_woman-in-the-studio-1956.jpg,22488,2
Ukiyo_e/utagawa-kunisada_not_detected_240353.jpg,81015,0
Rococo/bernardo-bellotto_bridgettine-church-and-arsenal-1778.jpg,66666,2
Baroque/jacques-stella_sainte-cecile-playing-the-organ.jpg,9760,0
Post_Impressionism/felix-vallotton_portrait-of-verlaine-1902.jpg,50229,0
Pop_Art/keith-haring_pop-shop-iii-1989.jpg,48509,2
Abstract_Expressionism/salvador-dali_ecce-virgo-concipiet-isaiah-7-14-1967.jpg,2136,2
Rococo/maurice-quentin-de-la-tour_portrait-of-unknown-man.jpg,67982,0
Abstract_Expressionism/lee-krasner_gaea-1966.jpg,1445,2
Realism/ivan-kramskoy_kramskoi-ivan-mina-moiseev-sun-1882.jpg,59834,0
Art_Nouveau_Modern/wilhelm-kotarbinski_evening-peace.jpg,7157,0
Impressionism/valentin-serov_pond-in-abramtsevo-1886.jpg,38497,1
Impressionism/gregoire-boonzaier_lions-head-to-signal-hill-from-windmere-cape.jpg,32404,2
Cubism/pablo-picasso_bull-plate-v-1945.jpg,15235,0
Symbolism/mikhail-vrubel_karibeevich.jpg,77808,0
Cubism/henri-laurens_la-guitar-rose-1918.jpg,14371,2
Abstract_Expressionism/robert-nickle_untitled-1979.jpg,2065,2
Art_Nouveau_Modern/raphael-kirchner_figures-on-turquoise-background-1901-2.jpg,6456,0
Realism/odilon-redon_poppies-and-daisies-in-a-blue-vase.jpg,62773,2
Symbolism/nicholas-roerich_marvelous-miracle-to-the-feat-1937.jpg,78590,1
Baroque/rembrandt_portrait-of-a-seated-man.jpg,11051,0
Early_Renaissance/andrea-mantegna_bacchanal-in-silene-1480.jpg,15958,2
Realism/thomas-eakins_chronophotography-1885.jpg,63656,0
Art_Nouveau_Modern/leon-bakst_ballet-music-introduction-humphrey-searle.jpg,5513,0
Romanticism/camille-corot_la-zingara.jpg,68913,0
Cubism/olexandr-archipenko_collage-no-2.jpg,15118,0
Symbolism/konstantin-somov_book-of-the-marquise-illustration-6.jpg,76920,0
Realism/vasily-vereshchagin_corner-of-the-turkish-redoubt-captured-on-may-30-but-abandoned-on-may-31-1877.jpg,64834,1
Contemporary_Realism/eric-fischl_birthday-boy.jpg,13202,0
Color_Field_Painting/piero-dorazio_untitled-1998.jpg,12863,2
Impressionism/pieter-wenning_still-life-with-hibiscus-and-fuchsias.jpg,37770,2
Post_Impressionism/ion-tuculescu_landscape-from-paros-island-1939.jpg,51394,1
Impressionism/piet-mondrian_polder-landscape-with-a-train-and-a-small-windmill-on-the-horizon-1907.jpg,37750,1
Realism/boris-kustodiev_visit-to-general-1905.jpg,56738,0
Mannerism_Late_Renaissance/tintoretto_joseph-and-potiphar-s-wife.jpg,40357,0
Early_Renaissance/bartolome-bermejo_crucifixion-1480.jpg,16074,2
Impressionism/alfred-sisley_the-loing-canal-1884.jpg,26766,1
Northern_Renaissance/pieter-bruegel-the-elder_the-fair-on-st-george-s-day.jpg,47099,2
Symbolism/konstantin-vasilyev_sventovit.jpg,77144,0
Impressionism/claude-monet_park-monceau.jpg,29573,1
Realism/ivan-shishkin_willows-lit-up-by-the-sun.jpg,60464,1
Pop_Art/marjorie-strider_girl-with-pearl-2010.jpg,48593,0
Rococo/canaletto_london-whitehall-and-the-privy-garden-from-richmond-house-1747.jpg,66773,2
Expressionism/burhan-dogancay_nude-1951.jpg,18132,0
Impressionism/childe-hassam_boston-common-1891.jpg,28633,0
High_Renaissance/dosso-dossi_triumph-of-bacchus-1514.jpg,25188,2
Abstract_Expressionism/willem-de-kooning_untitled-v-1983.jpg,2664,2
Art_Nouveau_Modern/heorhiy-narbut_sheet-z-from-the-album-ukrainian-alphabet-1917.jpg,4755,1
Fauvism/janos-mattis-teutsch_houses-with-trees-1910.jpg,24424,1
Romanticism/karl-bryullov_portrait-of-the-archeologist-michelangelo-lanci.jpg,73255,0
Impressionism/claude-monet_on-the-cliff-at-fecamp.jpg,29554,1
Northern_Renaissance/robert-campin_triptych-the-two-thieves-with-the-empty-cross-the-entombment-the-resurrection.jpg,47150,2
Expressionism/balthus_joan-miro-and-his-daughter-dolores-1937.jpg,18009,0
Baroque/rembrandt_christ-crucified-between-the-two-thieves-three-crosses-1659.jpg,10838,2
Impressionism/camille-pissarro_poor-john.jpg,28124,0
Cubism/m.-h.-maxy_electric-madonna-1926.jpg,14838,0
Impressionism/maurice-prendergast_ponte-della-paglia-also-known-as-marble-bridge-1899.jpg,35340,2
Symbolism/alfred-kubin_polar-bear-eisb-r-1902.jpg,75589,1
Baroque/adriaen-brouwer_the-bitter-drunk.jpg,7352,0
Impressionism/giovanni-boldini_the-dispatch-bearer-1879.jpg,32265,0
Color_Field_Painting/morris-louis_blue-veil-1958.jpg,12641,2
Realism/ivan-shishkin_mountain-path-crimea-1879.jpg,60263,1
Art_Nouveau_Modern/ivan-bilibin_boyar-costume-design-for-the-opera-boris-godunov-by-modest-mussorgsky(1).jpg,4776,0
Impressionism/endre-bartos_water-lilies-1979.jpg,31375,2
Abstract_Expressionism/wolfgang-paalen_that-s-life-1958.jpg,2757,2
Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-a-nurse-1907.jpg,7284,0
Baroque/annibale-carracci_portrait-of-annibale-carracci.jpg,7695,0
Symbolism/konstantin-vasilyev_wotan-the-supreme-god-of-the-ancient-scandinavians.jpg,77157,0
Rococo/antoine-pesne_jakob-von-keith.jpg,66491,0
Impressionism/antoine-blanchard_avenue-de-l-opera.jpg,26965,2
Expressionism/egon-schiele_self-portrait-nude-1910.jpg,18796,0
Pop_Art/rene-bertholo_projet-con-u.jpg,48891,2
Impressionism/claude-monet_woman-sitting-under-the-willows.jpg,30423,1
Abstract_Expressionism/richard-diebenkorn_albuquerque-no-3.jpg,1916,2
Early_Renaissance/jacopo-bellini_john-the-evangelist-the-apostle-peter-1430.jpg,16789,2
Impressionism/t.-c.-steele_the-clam-diggers.jpg,38317,2
Color_Field_Painting/sam-francis_from-tokyo-3-1970.jpg,12984,2
Ukiyo_e/hiroshige_whirlpools-on-a-rocky-coast.jpg,80361,1
Ukiyo_e/joan-ponc_m-han-pres-la-cartera-poema-de-joan-brossa-1951.jpg,80407,1
Realism/thomas-eakins_portrait-1.jpg,63758,0
Baroque/anthony-van-dyck_an-apostle.jpg,7744,0
Impressionism/henry-herbert-la-thangue_a-ligurian-bay.jpg,32908,1
Romanticism/william-shayer_the-smith-brothers-of-chichester.jpg,75297,0
Impressionism/robert-julian-onderdonk_sunlight-after-rain-1921.jpg,37914,1
Realism/boris-kustodiev_the-boy-at-the-fence-1915.jpg,56715,0
Baroque/le-nain-brothers_portrait-in-an-interior.jpg,10119,0
Post_Impressionism/maurice-prendergast_harbor-afternoon.jpg,52010,1
Post_Impressionism/maurice-prendergast_may-day-central-park-also-known-as-central-park-or-children-in-the-park.jpg,52048,2
Realism/james-tissot_marguerite-in-church.jpg,60707,0
Expressionism/egon-schiele_standing-male-nude-1910.jpg,18817,0
Fauvism/mary-fedden_mauve-still-life-1968.jpg,24597,2
Baroque/peter-paul-rubens_rubens-and-helene-fourment-in-the-garden.jpg,10446,0
Abstract_Expressionism/jay-defeo_untitled-1979.jpg,1104,2
Symbolism/kuzma-petrov-vodkin_head-of-a-boy-1910.jpg,77232,0
Art_Nouveau_Modern/raphael-kirchner_girls-with-purple-surrounds-1900.jpg,6558,0
Rococo/john-russell_joshua-walker-1750-1815-of-clifton-house-1784.jpg,67567,0
Expressionism/natalia-goncharova_landscape-at-ladyzhino.jpg,21959,1
Expressionism/zinaida-serebriakova_alexander-in-costume-1952.jpg,23822,0
Impressionism/pierre-auguste-renoir_woman-in-a-blue-blouse.jpg,37554,0
Expressionism/corneliu-baba_maternity.jpg,18376,0
Mannerism_Late_Renaissance/el-greco_annunciation-1.jpg,39499,2
Post_Impressionism/paul-cezanne_man-with-crossed-arms.jpg,53038,0
Impressionism/claude-monet_the-seine-near-bougival.jpg,30103,1
Art_Nouveau_Modern/edmund-dulac_the-bells.jpg,3955,2
Impressionism/pierre-auguste-renoir_the-hatpin-1898.jpg,37388,0
Contemporary_Realism/konstantin-vasilyev_portrait-of-a-sister-with-shepherd-dog.jpg,13514,0
Pop_Art/roy-lichtenstein_nude-at-vanity(1).jpg,49081,0
Expressionism/ion-tuculescu_multiple-lives.jpg,20131,2
Naive_Art_Primitivism/natalia-goncharova_woodcutters.jpg,43861,0
Expressionism/dimitris-mytaras_the-white-and-red-mask.jpg,18491,0
Realism/isaac-levitan_overgrown-pond.jpg,59657,1
Impressionism/kazimir-malevich_river-in-forest-1908.jpg,34435,1
Impressionism/john-singer-sargent_the-garden-wall-1910.jpg,34258,0
Baroque/peter-paul-rubens_massacre-of-the-innocents.jpg,10372,2
Impressionism/winston-churchill_the-harbour-at-st-jean-cap-ferrat-1921(1).jpg,39289,1
Color_Field_Painting/jose-guerrero_intervalos-azules-1971.jpg,12389,2
Symbolism/pierre-puvis-de-chavannes_the-song-of-the-shepherd.jpg,79675,0
Romanticism/henry-raeburn_boy-and-rabbit.jpg,71429,0
Synthetic_Cubism/juan-gris_the-bottle-of-anis-del-mono-1914.jpg,80195,2
Impressionism/henrique-pousao_rua-de-capri-1882.jpg,32904,2
Impressionism/irma-stern_an-african-woman-1954.jpg,33139,0
Romanticism/johann-koler_ema-portree-1857.jpg,72378,0
Abstract_Expressionism/vasile-dobrian_germination.jpg,2561,1
Romanticism/jan-matejko_leszek-i-the-white-1.jpg,72212,0
Art_Nouveau_Modern/nicholas-roerich_vitrage-1929.jpg,6252,2
Realism/isaac-levitan_abramtsevo.jpg,59398,1
Symbolism/nicholas-roerich_study-to-krishna-1933.jpg,78984,1
Early_Renaissance/filippo-lippi_triptych.jpg,16554,2
Art_Nouveau_Modern/boris-kustodiev_summer-province-1922.jpg,3713,2
High_Renaissance/michelangelo_the-ancestors-of-christ-abiud-eliakim-1512.jpg,25734,2
Impressionism/robert-julian-onderdonk_landscape-3.jpg,37865,1
Cubism/pablo-picasso_landscape-of-juan-les-pins-1920.jpg,15304,2
Impressionism/valentin-serov_the-white-sea-1894.jpg,38567,1
Ukiyo_e/katsushika-hokusai_three-women-and-two-children.jpg,80631,0
Baroque/frans-hals_portrait-of-willem-croes.jpg,8997,0
Impressionism/antoine-blanchard_le-boulevard-paris.jpg,27019,2
Ukiyo_e/utagawa-toyokuni-ii_night-rain-on-oyama.jpg,81409,1
Early_Renaissance/piero-della-francesca_st-sigismund-and-sigismondo-pandolfo-malatesta-1451(1).jpg,17070,0
Expressionism/margareta-sterian_suite.jpg,21340,0
Romanticism/lev-lagorio_simeiz-1899.jpg,73624,2
Northern_Renaissance/hans-holbein-the-younger_musicians-on-a-balcony.jpg,45881,0
Expressionism/egon-schiele_hermits-1912.jpg,18707,0
Early_Renaissance/antonello-da-messina_annunciation-1474.jpg,16030,2
Impressionism/robert-julian-onderdonk_golden-evening-southwest-texas.jpg,37858,1
Cubism/arshile-gorky_still-life-composition-no-7.jpg,13844,2
Expressionism/amedeo-modigliani_cypress-trees-and-house-1919.jpg,17477,2
Naive_Art_Primitivism/niko-pirosmani_roe-deer-at-a-spring.jpg,43987,0
Romanticism/rudolf-von-alt_the-banking-and-stock-exchange-building-in-the-lord-vienna.jpg,74359,2
Rococo/jean-baptiste-simeon-chardin_still-life-of-cooking-utensils-cauldron-frying-pan-and-eggs.jpg,67434,2
Impressionism/edgar-degas_portrait-of-giulia-bellelli-sketch-1860.jpg,30895,0
Ukiyo_e/katsushika-hokusai_hodogaya-on-the-tokaido.jpg,80482,1
Northern_Renaissance/lucas-cranach-the-elder_young-mother-with-child.jpg,46889,0
Impressionism/james-tissot_girl-with-a-fan.jpg,33334,0
Impressionism/lovis-corinth_the-walchensee-in-winter-1923.jpg,34889,1
Impressionism/peder-severin-kroyer_artist-s-house-in-skagen-plantation-1908.jpg,36220,1
Impressionism/frits-thaulow_the-battle-of-arques-normandy.jpg,32116,2
Realism/charles-francois-daubigny_the-banks-of-the-river-1863.jpg,57274,1
Abstract_Expressionism/theodoros-stamos_coney-island-1945.jpg,2520,1
Romanticism/gustave-dore_don-quixote-95.jpg,70911,0
Expressionism/henri-matisse_olga-merson-1910.jpg,19879,0
Expressionism/henri-matisse_conversation-1912.jpg,19799,0
Cubism/man-ray_untitled.jpg,14880,2
Symbolism/nicholas-roerich_nanda-devi-1941.jpg,78708,1
Naive_Art_Primitivism/maria-primachenko_ukrainian-dancers-1983.jpg,43751,2
Impressionism/john-singer-sargent_claude-monet-painting-by-the-edge-of-a-wood-1885.jpg,34071,0
Expressionism/william-h.-johnson_portrait-of-fletcher-1939(1).jpg,23725,0
